date,id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_hazardous,miss_distance_km,relative_velocity_kph
2020-09-16,54384228,(2023 SQ),25.03,0.0262153087,0.0586192124,False,54370064.605582598,62860.1143765612
2020-09-16,54469035,(2024 RN7),22.52,0.0832827346,0.1862258558,False,33040823.992070012,111804.7180273067
2020-09-16,54470724,(2024 RV12),26.06,0.0163137941,0.0364787526,False,16195873.898143822,51575.5796954
2020-09-21,3609118,(2012 SH32),22.2,0.096506147,0.2157943048,False,21711522.247561449,34369.0380248642
2020-09-21,3689018,(2014 RX22),26.0,0.0167708462,0.0375007522,False,19802306.598659641,39472.7753548537
2020-09-21,3735684,(2015 XQ1),23.4,0.0555334912,0.1241766613,False,73042920.001561189,34261.0318623043
2020-09-21,3827426,(2018 RV3),23.03,0.0658498783,0.1472448042,False,14810334.359612196,39132.6456529055
2020-09-21,54054322,(2020 RQ6),27.5,0.008405334,0.0187948982,False,1293040.2134728,23535.596938449
2020-09-21,54054527,(2020 SJ2),26.7,0.0121494041,0.0271668934,False,1448177.797317409,34286.2652288363
2020-09-21,54054652,(2020 SA5),25.3,0.0231502122,0.0517654482,False,2105038.75209905,62593.5243352061
2020-09-21,54054680,(2020 SO5),26.1,0.0160160338,0.0358129403,False,3965924.565129308,33304.3005786001
2020-09-21,54054581,(2020 SP3),26.8,0.0116025908,0.0259441818,False,7881740.3064366,28909.5736978885
2020-09-21,54054655,(2020 SE5),24.1,0.040230458,0.0899580388,False,25434337.004609688,34927.5272893205
2020-09-21,54054656,(2020 SF5),25.9,0.0175612318,0.0392681082,False,5505051.988210426,26782.945196577
2020-09-21,54054688,(2020 SW5),25.8,0.0183888672,0.0411187571,False,3132646.731801287,56955.9832491301
2020-09-21,54290863,(2022 OT),27.9,0.0069912523,0.0156329154,False,46200403.286854501,26687.8151472295
2020-09-21,54324674,(2022 VX),26.93,0.0109283596,0.0244365549,False,73460692.413806296,18228.4724365116
2020-09-21,54385252,(2023 SA2),22.75,0.0749126183,0.1675097069,False,38479182.317716186,34893.068602077
2020-09-20,2357622,357622 (2005 EY95),20.32,0.229379698,0.5129085974,True,60508965.566463193,51552.1777416437
2020-09-20,2495323,495323 (2014 JG78),19.68,0.3080030213,0.6887156928,False,61659425.785374285,78446.6297688722
2020-09-20,3082931,(2001 SG286),21.0,0.1677084622,0.3750075218,True,18541938.933989516,32061.6320512357
2020-09-20,3157482,(2003 OA3),19.66,0.3108529381,0.6950883007,False,51922810.119369565,46598.5439776926
2020-09-20,3607742,(2012 QH8),21.45,0.1363185559,0.3048175575,False,44745485.522061899,57319.2043446229
2020-09-20,3714580,(2015 FF120),19.2,0.3841978911,0.8590926012,False,54724730.383070739,121757.2874019439
2020-09-20,3740940,(2016 BJ15),23.3,0.058150704,0.130028927,False,59740245.916024748,82155.0139169814
2020-09-20,3750674,(2016 GH135),22.1,0.1010543415,0.2259643771,False,30620655.172606634,49151.8681789208
2020-09-20,3772996,(2017 FT101),25.7,0.0192555078,0.0430566244,False,29121466.476311109,51504.7027486687
2020-09-20,3781897,(2017 SL16),25.92,0.0174002295,0.038908096,False,3398629.007020266,23030.2327819958
2020-09-20,3959222,(2019 YA4),23.4,0.0555334912,0.1241766613,False,73248666.395228928,69930.1668479483
2020-09-20,54016548,(2020 HJ),25.3,0.0231502122,0.0517654482,False,30437995.589904941,27539.3692570219
2020-09-20,54051070,(2020 PN3),21.08,0.1616422833,0.3614431336,True,41639462.244471328,64183.3941866634
2020-09-20,54051419,(2020 QK6),20.8,0.1838886721,0.411187571,False,29861049.652719643,77896.0064663496
2020-09-20,54054321,(2020 RP6),24.8,0.0291443905,0.0651688382,False,7313095.944012064,28604.5524918806
2020-09-20,54054368,(2020 RY7),26.7,0.0121494041,0.0271668934,False,1001895.292283868,73990.8804198326
2020-09-20,54054582,(2020 SQ3),26.3,0.0146067964,0.0326617897,False,6544841.542949319,35172.584686649
2020-09-20,54054629,(2020 SR4),26.4,0.0139493823,0.0311917671,False,2239055.525225366,34231.1028551675
2020-09-20,54054681,(2020 SQ5),26.4,0.0139493823,0.0311917671,False,1559522.250296088,40707.4802686762
2020-09-20,54054631,(2020 ST4),27.1,0.0101054342,0.0225964377,False,5539826.028051713,22505.5683400045
2020-09-20,54054597,(2020 SW3),26.9,0.0110803882,0.0247765013,False,6547011.549812391,23544.9769076756
2020-09-20,54054683,(2020 SR5),25.4,0.022108281,0.0494356193,False,11127454.873638753,24496.3957816571
2020-09-20,54054724,(2020 SX6),27.11,0.0100590039,0.0224926165,False,622685.904811834,14585.1761887406
2020-09-20,54054693,(2020 SD6),26.0,0.0167708462,0.0375007522,False,5979403.137677818,23102.9115720552
2020-09-20,54054726,(2020 SA7),25.1,0.0253837029,0.0567596853,False,9206834.496479412,31797.7417336149
2020-09-20,54057202,(2020 TZ3),24.83,0.0287445144,0.0642746882,False,3300546.180820282,34368.4710482572
2020-09-20,54209222,(2021 TK13),25.4,0.022108281,0.0494356193,False,18771487.979391038,30617.79106108
2020-09-20,54230077,(2021 XC6),28.3,0.0058150704,0.0130028927,False,72507821.495425027,83712.2506590478
2020-09-20,2612267,612267 (2001 SG286),20.91,0.1748054532,0.3908768761,True,18541939.173346108,32061.6319033789
2020-09-20,54304625,(2022 SR),24.69,0.0306587876,0.0685551332,False,13497625.078030944,30748.8390284119
2020-09-20,54470175,(2024 RM10),25.84,0.0180532326,0.0403682552,False,44123000.437430753,59893.7764570236
2020-09-20,54471059,(2024 RP15),25.42,0.0219055911,0.0489823908,False,38014573.924009775,68083.8307896222
2020-09-15,3545515,(2010 RC12),21.9,0.1108038821,0.2477650126,False,42934075.599225474,15608.2840344116
2020-09-15,3651161,(2013 TG135),25.2,0.0242412481,0.0542050786,False,63109981.126679817,89490.7153477382
2020-09-15,3691354,(2014 SJ262),25.5,0.0211132445,0.0472106499,False,18278059.002517008,24298.6574030522
2020-09-15,3735612,(2015 XC),25.2,0.0242412481,0.0542050786,False,73195748.078528951,31334.2218424874
2020-09-15,3770152,(2017 DF38),26.0,0.0167708462,0.0375007522,False,72236537.516572609,56616.1317080946
2020-09-15,3775044,(2017 KP27),25.8,0.0183888672,0.0411187571,False,45918871.584630917,48782.8179823687
2020-09-15,3829440,(2018 RF6),25.0,0.02658,0.0594346868,False,45702577.838018189,49893.0172169476
2020-09-15,3843919,(2019 SU1),28.4,0.0055533491,0.0124176661,False,16825775.581416171,27065.2316779917
2020-09-15,3879311,(2019 UJ3),25.95,0.0171614894,0.0383742569,False,41633618.323358074,25224.9057413449
2020-09-15,54053762,(2020 RG1),25.4,0.022108281,0.0494356193,False,8126627.292333908,17314.5760300394
2020-09-15,54053936,(2020 RA4),26.7,0.0121494041,0.0271668934,False,4333452.51316367,32375.9238000729
2020-09-15,54054407,(2020 SC),26.7,0.0121494041,0.0271668934,False,491620.263826795,78680.3024368141
2020-09-15,54054515,(2020 SB2),23.7,0.0483676488,0.1081533507,False,22395934.223186954,23354.1733619014
2020-09-15,54054577,(2020 SL3),25.4,0.022108281,0.0494356193,False,11459295.546674626,24809.1372208536
2020-09-15,54054690,(2020 SY5),24.0,0.0421264611,0.0941976306,False,5525627.215496829,27752.7699909271
2020-09-15,54055082,(2020 TH2),24.1,0.040230458,0.0899580388,False,17074997.80886757,15483.964916694
2020-09-15,54121904,(2021 CA9),23.33,0.0573528464,0.1282448632,False,68123838.576681894,56366.4423865316
2020-09-15,54190788,(2021 QH2),25.05,0.0259749653,0.0580817882,False,10633751.070517746,32494.4408187764
2020-09-15,54309238,(2022 SJ20),24.43,0.0345585074,0.0772751717,False,11477818.425822712,24975.904122489
2020-09-15,54316888,(2022 US),24.62,0.0316632126,0.0708010957,False,20419960.883832534,25892.7307621381
2020-09-15,54428350,(2024 DG1),24.49,0.0336166921,0.0751692087,False,58277560.057435591,27586.6484165627
2020-09-28,2015817,15817 Lucianotesi (1994 QC),18.47,0.5377184977,1.2023751136,False,63483968.576102696,27780.4198887553
2020-09-28,3053778,(2000 PQ27),20.02,0.263363131,0.5888978636,False,49131638.447668104,12384.3948737192
2020-09-28,3548085,(2010 TK19),24.9,0.0278326768,0.0622357573,False,34053493.128474049,42359.83593052
2020-09-28,3669254,(2014 HR124),22.76,0.0745684261,0.1667400697,False,11754452.278822709,49735.4687760316
2020-09-28,3837994,(2019 BS2),27.3,0.0092162655,0.0206081961,False,66559197.984861626,47860.5069292892
2020-09-28,3843838,(2019 RE3),22.85,0.0715409951,0.1599705282,False,35205767.012121873,47094.330819415
2020-09-28,54016414,(2020 FR6),21.45,0.1363185559,0.3048175575,False,44378606.0658342,57972.8096622889
2020-09-28,54017440,(2020 LH1),21.39,0.1401376972,0.3133574171,False,34974680.040777603,41129.2103444996
2020-09-28,54053914,(2020 QL7),22.18,0.0973991073,0.217791025,False,12237563.939396449,78265.9615421174
2020-09-28,54054279,(2020 RX5),23.57,0.0513517179,0.1148259319,False,25500903.613702949,29288.9914200024
2020-09-28,54054445,(2020 RL9),24.2,0.0384197891,0.0859092601,False,38000374.722500429,17117.0856174729
2020-09-28,54054649,(2020 SY4),27.38,0.0088829042,0.0198627775,False,723624.240194591,58011.0369663622
2020-09-28,54054713,(2020 ST6),24.5,0.0334622374,0.0748238376,False,6243788.051720298,40169.5463858868
2020-09-28,54075550,(2020 UF2),21.76,0.1181829909,0.2642652014,True,27476392.315797717,53216.326361448
2020-09-28,54128964,(2021 EC),27.82,0.0072536229,0.016219594,False,60610552.85740601,22753.4122891731
2020-09-28,54202334,(2021 TF1),25.91,0.0174805453,0.0390876876,False,17206351.979264478,60285.0051234749
2020-09-28,54403822,(2023 VF5),24.34,0.0360209346,0.0805452583,False,65965457.323122482,88864.8116801119
2020-09-27,3274164,(2005 EG169),24.9,0.0278326768,0.0622357573,False,74290502.55354793,103748.1415745386
2020-09-27,3618296,(2012 WH1),24.21,0.0382432662,0.0855145429,False,60377848.927564271,76288.6184027537
2020-09-27,3728565,(2015 SO2),23.9,0.04411182,0.0986370281,False,27202235.743685772,33544.5475250533
2020-09-27,3782020,(2017 TA),24.8,0.0291443905,0.0651688382,False,16879711.627385545,44224.3666138176
2020-09-27,3781448,(2017 RJ15),21.85,0.1133848361,0.2535362011,False,71382985.087837737,36306.6211675188
2020-09-27,3781871,(2017 SG14),20.36,0.2251930467,0.5035469604,True,66990973.730124888,83895.6418304537
2020-09-27,3831213,(2018 TA2),27.1,0.0101054342,0.0225964377,False,56714852.509452315,58396.626977904
2020-09-27,3838031,(2019 BE3),24.4,0.0350392641,0.0783501764,False,49887385.210176741,105467.442214072
2020-09-27,3844004,(2019 SP2),24.02,0.0417402433,0.0933340215,False,18329320.89680141,25840.1749181021
2020-09-27,3872631,(2019 SC8),23.5,0.0530340723,0.1185877909,False,56888670.633640203,57012.8106951508
2020-09-27,3989400,(2020 CG),25.16,0.0246919266,0.0552128263,False,46561347.851504199,37647.5830994876
2020-09-27,54051294,(2020 QZ2),20.7,0.1925550782,0.4305662442,False,66617669.075300263,70517.0594082834
2020-09-27,54053758,(2020 RC1),23.6,0.0506471459,0.1132504611,False,28877713.24779117,20737.7430355109
2020-09-27,54054274,(2020 RF5),24.06,0.040978398,0.0916304836,False,5408674.891883969,14026.1985973287
2020-09-27,54054528,(2020 SK2),24.7,0.0305179233,0.0682401509,False,8374045.219875237,49504.3977801283
2020-09-27,54054626,(2020 SO4),27.2,0.0096506147,0.0215794305,False,2587315.432161385,27539.139188679
2020-09-27,54054632,(2020 SU4),23.9,0.04411182,0.0986370281,False,4811733.927791276,32797.6856230665
2020-09-27,54054705,(2020 SJ6),24.88,0.0280902094,0.0628116177,False,7566087.60395364,47009.0023829701
2020-09-27,54055035,(2020 TD1),24.8,0.0291443905,0.0651688382,False,5307434.712878913,48148.2564560186
2020-09-27,54123266,(2021 DW),24.58,0.0322518756,0.0721173863,False,58315932.359884201,32606.589239366
2020-09-27,54213623,(2021 UL4),24.19,0.0385971268,0.0863057993,False,33998259.754816248,51811.0495203996
2020-09-27,54226792,(2021 XB2),22.02,0.1048467509,0.2344444622,False,32959649.674563796,45202.0707280994
2020-09-27,54307197,(2022 SU7),28.31,0.0057883526,0.0129431498,False,9253005.066614956,11433.5296294575
2020-09-27,54548206,(2025 SQ12),25.27,0.0234722638,0.0524855773,False,15153096.829061668,49346.8644763944
2020-09-27,54564110,(2025 WR7),29.781,0.0029400518,0.0065741556,False,28090972.095465944,28477.6394009379
2020-09-22,2154658,154658 (2004 FA18),19.42,0.3471802221,0.776318577,False,63378220.923515818,70339.3613368272
2020-09-22,2510190,510190 (2011 CX7),20.46,0.21505769,0.4808836139,False,27555526.58211053,37464.6025846591
2020-09-22,3558378,(2011 EO11),27.4,0.0088014652,0.0196806745,False,32617546.886841663,62704.072958764
2020-09-22,3609842,(2012 TO20),22.5,0.0840533402,0.1879489824,False,70040569.110025495,10299.4423767861
2020-09-22,3685273,(2014 RC),26.85,0.0113384836,0.0253536201,False,14826828.018452667,26971.6844064586
2020-09-22,3728524,(2015 SZ),23.5,0.0530340723,0.1185877909,False,27178330.991405714,41858.1104932022
2020-09-22,3739620,(2016 AN66),27.3,0.0092162655,0.0206081961,False,73027788.595884725,72482.4319787726
2020-09-22,3843777,(2019 RY),24.8,0.0291443905,0.0651688382,False,10245916.438333418,14678.4857198967
2020-09-22,3843819,(2019 RD2),23.6,0.0506471459,0.1132504611,False,61436651.339354861,47826.5183828784
2020-09-22,3843913,(2019 SK1),25.77,0.0186446818,0.041690776,False,37701824.631947562,68071.9865661482
2020-09-22,54051139,(2020 PS5),22.0,0.1058168859,0.2366137501,False,43688879.027485465,12392.0858845762
2020-09-22,54051165,(2020 PH6),25.7,0.0192555078,0.0430566244,False,15040396.750104623,22421.210504097
2020-09-22,54051380,(2020 QF5),21.6,0.1272198785,0.2844722965,False,36592093.076414811,33722.5412811132
2020-09-22,54054363,(2020 RT7),21.79,0.1165614595,0.2606393469,False,13199186.946523985,123308.1612635886
2020-09-22,54054364,(2020 RU7),25.3,0.0231502122,0.0517654482,False,5882960.592283236,22561.3960691479
2020-09-22,54054272,(2020 RD5),24.1,0.040230458,0.0899580388,False,4064996.487566371,61953.3380898709
2020-09-22,54054283,(2020 RB6),25.3,0.0231502122,0.0517654482,False,2574921.891902726,71332.7585740142
2020-09-22,54054412,(2020 RE9),23.9,0.04411182,0.0986370281,False,31202418.66983869,17946.1584513878
2020-09-22,54054530,(2020 SM2),28.71,0.004814542,0.0107656431,False,1198175.192577155,16276.565880307
2020-09-22,54054461,(2020 SZ),23.0,0.0667659413,0.1492931834,False,31237642.206399966,26321.8458378356
2020-09-22,54054533,(2020 SP2),24.2,0.0384197891,0.0859092601,False,16219284.438900548,24587.1554776823
2020-09-22,54054576,(2020 SK3),25.1,0.0253837029,0.0567596853,False,4915049.104052167,32815.0087117537
2020-09-22,54054666,(2020 SL5),23.2,0.0608912622,0.1361570015,False,26728691.270812781,57283.1603991835
2020-09-22,54054600,(2020 SZ3),25.0,0.02658,0.0594346868,False,13115422.252139997,51720.1424006483
2020-09-22,54054694,(2020 SF6),26.1,0.0160160338,0.0358129403,False,5216083.581391911,30923.7082741942
2020-09-22,54282975,(2022 LF3),25.16,0.0246919266,0.0552128263,False,38442967.889743391,20432.0282325673
2020-09-22,54377388,(2023 QC1),25.22,0.024019003,0.0537081235,False,68114897.111991994,62085.0610766945
2020-09-26,2490684,490684 (2010 LL34),19.51,0.3330849243,0.744800533,False,73187346.063758271,64270.4155381152
2020-09-26,3608823,(2012 SU9),27.2,0.0096506147,0.0215794305,False,58228857.124476261,82624.4805255736
2020-09-26,3742056,(2016 CD31),26.9,0.0110803882,0.0247765013,False,12117129.306485303,43636.2494164535
2020-09-26,3774010,(2017 HB1),26.3,0.0146067964,0.0326617897,False,58685898.783119137,21002.500848585
2020-09-26,3782064,(2017 SK21),22.3,0.0921626549,0.2060819612,False,65002509.417419078,121244.2258034099
2020-09-26,3799753,(2018 DD2),27.4,0.0088014652,0.0196806745,False,57483637.773516542,22630.9365723504
2020-09-26,54048829,(2020 LB3),19.64,0.313729225,0.7015198735,False,52021292.880515207,7712.4234437038
2020-09-26,54051093,(2020 PS4),21.7,0.1214940408,0.2716689341,True,42955801.608126852,60441.8742452023
2020-09-26,54053941,(2020 RF4),24.4,0.0350392641,0.0783501764,False,4486931.460544228,49724.069586673
2020-09-26,54054278,(2020 RW5),23.3,0.058150704,0.130028927,False,33358234.334887389,6535.2174268533
2020-09-26,54054366,(2020 RX7),25.3,0.0231502122,0.0517654482,False,13250888.79318427,21618.1064042965
2020-09-26,54054628,(2020 SQ4),28.91,0.0043909145,0.0098183832,False,353538.856733431,46541.1730274021
2020-09-26,54054692,(2020 SC6),26.1,0.0160160338,0.0358129403,False,10176306.425132664,23252.2564302859
2020-09-26,54054710,(2020 SP6),26.4,0.0139493823,0.0311917671,False,1917768.413446087,30296.7993133945
2020-09-26,54122970,(2021 DD),23.04,0.0655473256,0.1465682757,False,45237990.133697199,49191.5936988619
2020-09-26,54203710,(2021 TC4),26.54,0.0130784109,0.0292442157,False,20341767.363725216,26020.7692687739
2020-09-26,54322719,(2022 UM21),26.55,0.013018321,0.0291098508,False,60737322.795553999,40916.9392267428
2020-09-25,3623948,(2013 AO60),21.33,0.1440638367,0.3221365319,False,27717953.232412167,59909.1253996954
2020-09-25,3645193,(2013 OY3),24.78,0.0294140602,0.0657718381,False,62047830.714558627,77192.4324550284
2020-09-25,3648712,(2013 SO24),23.4,0.0555334912,0.1241766613,False,13906871.608469011,48342.7499739862
2020-09-25,3655374,(2013 UX14),18.21,0.6061149227,1.3553141694,False,22564517.304552275,26416.9863938457
2020-09-25,3719184,(2015 JF1),28.1,0.0063760979,0.0142573883,False,19663481.705112164,62458.684369889
2020-09-25,54016465,(2020 GF1),26.3,0.0146067964,0.0326617897,False,27924669.633628773,20357.543403276
2020-09-25,54016690,(2020 HP4),26.6,0.0127219879,0.0284472297,False,74668439.027703921,54105.7208741363
2020-09-25,54053736,(2020 RO),23.3,0.058150704,0.130028927,False,5850631.47531072,42638.1626716531
2020-09-25,54054447,(2020 SM),23.9,0.04411182,0.0986370281,False,5982708.008942497,66332.835485698
2020-09-25,54054684,(2020 SS5),24.98,0.0268259417,0.0599846292,False,608921.718948661,44098.7416404113
2020-09-25,54054563,(2020 SD3),24.68,0.0308003021,0.0688715693,False,9118593.684227154,24762.130642918
2020-09-25,54054607,(2020 SH4),27.4,0.0088014652,0.0196806745,False,1610618.629497122,66790.0732768898
2020-09-25,54054750,(2020 TJ),24.9,0.0278326768,0.0622357573,False,4763864.958077835,28258.3142081484
2020-09-25,54054728,(2020 SC7),26.8,0.0116025908,0.0259441818,False,1470731.21707797,27559.2086504976
2020-09-25,54055033,(2020 TB1),26.7,0.0121494041,0.0271668934,False,2131411.794435173,33709.8994089288
2020-09-25,54055036,(2020 TE1),22.9,0.0699125232,0.1563291544,False,20617337.44123143,85001.6888754235
2020-09-25,54055074,(2020 TC2),20.77,0.1864468183,0.41690776,False,12927221.788730309,58960.6181647996
2020-09-25,54055106,(2020 TZ2),24.2,0.0384197891,0.0859092601,False,13074045.530788816,25091.0519861901
2020-09-25,54471044,(2024 RA14),24.96,0.0270741591,0.0605396602,False,46245732.383931082,75098.840376893
2020-09-25,54485956,(2024 SH7),27.31,0.0091739206,0.0205135101,False,11733110.796286379,40807.9025904038
2020-09-25,2781912,781912 (2013 UX14),18.21,0.6061149227,1.3553141694,False,22564517.304552275,26416.9861931791
2020-09-25,54543542,(2025 QB21),26.43,0.0137579896,0.0307638,False,4739162.98378876,18156.334404734
2020-09-24,3467095,(2009 RH2),21.4,0.1394938229,0.3119176705,False,64832293.385543985,18497.4456936752
2020-09-24,3604482,(2012 KM11),24.5,0.0334622374,0.0748238376,False,55691357.543668284,55027.3938543302
2020-09-24,3759986,(2016 SG17),21.7,0.1214940408,0.2716689341,False,73319725.503157224,74564.9855661416
2020-09-24,3786458,(2017 UG),27.5,0.008405334,0.0187948982,False,40156883.968153809,27537.9931250906
2020-09-24,3827565,(2018 RN4),22.7,0.0766575574,0.1714115092,False,40051967.13725755,67940.1520560767
2020-09-24,3841977,(2019 KW),26.87,0.0112345318,0.0251211767,False,23492894.803035036,33605.8441839082
2020-09-24,3843910,(2019 SO1),26.8,0.0116025908,0.0259441818,False,29764967.383875382,47119.8578219327
2020-09-24,3844011,(2019 SS2),30.7,0.0019255508,0.0043056624,False,14107190.681171872,40536.6422074204
2020-09-24,54050980,(2020 PB1),21.02,0.1661709017,0.3715694322,True,45841744.233583302,58749.0319267103
2020-09-24,54051040,(2020 PP2),22.0,0.1058168859,0.2366137501,False,45173982.111934335,10974.7219746914
2020-09-24,54051400,(2020 QV5),23.91,0.0439091446,0.0981838322,False,30418818.160236457,26320.9155565585
2020-09-24,54053829,(2020 RM2),23.6,0.0506471459,0.1132504611,False,9110365.591940136,22274.4924844316
2020-09-24,54053918,(2020 RH3),22.6,0.0802703167,0.1794898848,False,10867329.369990061,76110.0214573087
2020-09-24,54054448,(2020 SN),24.8,0.0291443905,0.0651688382,False,3402673.370475929,24757.2935350599
2020-09-24,54054455,(2020 SW),29.06,0.0040978398,0.0091630484,False,28077.066793932,27900.0069959857
2020-09-24,54054594,(2020 ST3),29.69,0.0030658788,0.0068555133,False,927396.660048106,17281.3308047148
2020-09-24,54054630,(2020 SS4),24.3,0.0366906138,0.0820427065,False,1943275.089637679,31035.9503895311
2020-09-24,54054602,(2020 SC4),26.7,0.0121494041,0.0271668934,False,5811431.956480158,26743.575780501
2020-09-24,54054579,(2020 SN3),29.95,0.0027199128,0.0060819099,False,647634.057355781,20739.7119222502
2020-09-24,54054668,(2020 SN5),28.12,0.0063176415,0.0141266758,False,201549.61990212,48457.2635696311
2020-09-24,54075988,(2020 UQ3),24.12,0.0398616229,0.0891332986,False,8908179.178784787,37993.0361135087
2020-09-24,54200438,(2021 SC2),24.73,0.0300992017,0.067303861,False,38663428.625185821,40611.487326584
2020-09-24,54269063,(2022 GU1),24.22,0.0380675544,0.0851216393,False,34177008.849196141,65679.3196256704
2020-09-24,54319154,(2022 UF6),23.18,0.0614546821,0.1374168468,False,5510808.499288239,44531.0994341466
2020-09-24,54341589,(2023 CY2),28.09,0.0064055286,0.0143231974,False,49127174.073232629,74300.2440487873
2020-09-24,54374207,(2023 MH4),26.83,0.0114433973,0.0255882143,False,74206667.084411645,53002.5118489073
2020-09-24,54381675,(2023 RB5),24.34,0.0360209346,0.0805452583,False,61766723.077417132,80708.7317941505
2020-09-23,3117428,(2002 EN7),21.38,0.1407845434,0.3148038092,False,13940490.797633259,61905.9891931949
2020-09-23,3600243,(2012 EB),23.8,0.046190746,0.1032856481,False,70812961.133856061,58294.6062294136
2020-09-23,3603122,(2012 HE31),26.4,0.0139493823,0.0311917671,False,20360117.457333452,52761.7668200101
2020-09-23,3826682,(2018 PP10),20.96,0.1708263953,0.3819794322,False,61043223.542006973,28340.7023270505
2020-09-23,54016785,(2020 HP7),24.0,0.0421264611,0.0941976306,False,37643833.660912903,28364.0474074352
2020-09-23,54051349,(2020 QU4),21.6,0.1272198785,0.2844722965,False,64258081.364392724,36928.2111262074
2020-09-23,54053799,(2020 RA2),26.0,0.0167708462,0.0375007522,False,7063511.240921655,19358.5651839206
2020-09-23,54054338,(2020 RF7),23.2,0.0608912622,0.1361570015,False,45401597.904061847,22666.5897549796
2020-09-23,54054374,(2020 RE8),25.2,0.0242412481,0.0542050786,False,6937656.901577214,38337.4018177096
2020-09-23,54054414,(2020 RF9),24.6,0.0319561887,0.0714562102,False,30142531.987646127,21990.4285362035
2020-09-23,54054411,(2020 SF),24.6,0.0319561887,0.0714562102,False,15145203.776164302,43694.5569639649
2020-09-23,54054606,(2020 SG4),26.5,0.0133215567,0.0297879063,False,10226864.04256468,17078.4157091724
2020-09-23,54054695,(2020 SG6),29.3,0.0036690614,0.0082042706,False,222352.475307515,35914.1313708879
2020-09-23,54054707,(2020 SL6),27.89,0.0070235225,0.0157050737,False,840510.426589124,50654.4856066336
2020-09-23,54075584,(2020 TW8),27.3,0.0092162655,0.0206081961,False,9724156.138125604,6568.1922181994
2020-09-23,54106289,(2021 AP7),21.83,0.1144339731,0.2558821427,False,25638994.280904466,32398.9903267185
2020-09-23,54204652,(2021 TT4),28.13,0.0062886146,0.0140617696,False,62446716.410676021,53282.2770612979
2020-09-23,54322889,(2022 UY24),25.33,0.0228325794,0.0510551996,False,26677735.124655085,31357.5905839285
2020-09-23,54339970,(2023 BF2),24.45,0.0342416731,0.0765667087,False,74058003.348391286,19074.2659609656
2020-09-23,54385807,(2023 SK3),25.87,0.0178055329,0.039814382,False,69132734.256413051,75862.1958255126
2020-09-23,54482432,(2024 SR2),24.34,0.0360209346,0.0805452583,False,35602482.716335982,43885.0851666494
2020-09-29,3359278,(2006 WJ3),19.99,0.2670268771,0.5970902489,True,64712100.592549481,65127.5060316332
2020-09-29,3485263,(2010 AJ30),22.7,0.0766575574,0.1714115092,False,51601130.776934933,31559.5462534275
2020-09-29,3617339,(2012 VJ38),28.5,0.0053034072,0.0118587791,False,73293061.807119478,70155.5340180892
2020-09-29,3671134,(2014 JS57),22.37,0.0892390579,0.1995445996,False,64392828.564079102,35214.8658182309
2020-09-29,3760958,(2016 TH56),22.2,0.096506147,0.2157943048,False,52963626.244611972,30784.0394442071
2020-09-29,3764823,(2016 WZ7),23.07,0.0646479826,0.1445572836,False,16036852.963031031,21019.9945745769
2020-09-29,3802398,(2018 GM),21.6,0.1272198785,0.2844722965,True,33076840.950854407,85458.3255525359
2020-09-29,54053850,(2020 PM7),22.34,0.0904804968,0.2023205415,False,2872212.248711897,30002.3926533319
2020-09-29,54053951,(2020 RW4),25.1,0.0253837029,0.0567596853,False,15379265.546032883,18056.9672400903
2020-09-29,54054531,(2020 SN2),24.02,0.0417402433,0.0933340215,False,19348465.706123711,32264.6733698388
2020-09-29,54055100,(2020 TT2),25.9,0.0175612318,0.0392681082,False,10305054.914789699,18545.386320096
2020-09-29,54055108,(2020 TB3),25.6,0.0201629919,0.0450858206,False,4509309.880716463,31350.008361086
2020-09-29,54065908,(2020 TZ5),23.3,0.058150704,0.130028927,False,34956469.162947189,17384.5915175004
2020-09-29,54110064,(2021 CC1),26.0,0.0167708462,0.0375007522,False,68676288.176810219,32128.573214149
2020-09-29,54122197,(2021 CQ9),21.0,0.1677084622,0.3750075218,False,63157422.306324206,41614.8406597177
2020-09-29,54265878,(2022 FL2),26.22,0.0151549664,0.033887535,False,8154955.144997108,40289.9292036277
2020-09-29,54305247,(2022 SW3),24.89,0.0279611466,0.0625230245,False,8244710.381366737,30188.3049779509
2020-09-29,54384751,(2023 SU),24.24,0.0377185489,0.0843412394,False,54378275.793310306,48442.7841328771
2020-09-29,54486931,(2024 TW),28.95,0.0043107712,0.0096391775,False,28102121.220802795,28172.2939727054
2020-09-29,2844394,844394 (2016 WZ7),23.07,0.0646479826,0.1445572836,False,16036852.963031031,21019.9946094503
2020-10-04,3549617,(2010 UC),27.4,0.0088014652,0.0196806745,False,5603207.548894804,11576.7112851975
2020-10-04,3718762,(2015 HQ171),26.8,0.0116025908,0.0259441818,False,20543973.793075571,23466.2645252134
2020-10-04,3782014,(2017 SX20),24.14,0.0394961694,0.0883161196,False,26133333.680495742,48667.5080127169
2020-10-04,3781886,(2017 SV14),23.26,0.0592318063,0.1324463452,False,35992946.037412589,36172.5924272522
2020-10-04,3794987,(2017 YD2),28.7,0.0048367649,0.0108153351,False,26164688.167345208,49967.9975399353
2020-10-04,3802002,(2018 FU1),26.8,0.0116025908,0.0259441818,False,50665366.150591359,53676.0996708978
2020-10-04,3892775,(2019 VB5),31.7,0.0012149404,0.0027166893,False,23149910.255547549,15104.0117069735
